Code,Long,Lat,Flag
,130.9625,33.9166666666667,0
,130.9625,33.9083333333333,0
50306798,130.975,33.9083333333333,1
,130.9875,33.9083333333333,0
,130.9875,33.9166666666667,0
,130.975,33.9166666666667,0
,130.975,33.9083333333333,0
50306799,130.9875,33.9083333333333,1
,131,33.9083333333333,0
,131,33.9166666666667,0
,130.9875,33.9166666666667,0
,130.9875,33.9083333333333,0
50307704,130.925,33.9166666666667,1
,130.9375,33.9166666666667,0
,130.9375,33.925,0
,130.925,33.925,0
,130.925,33.9166666666667,0
50307705,130.9375,33.9166666666667,1
,130.95,33.9166666666667,0
,130.95,33.925,0
,130.9375,33.925,0
,130.9375,33.9166666666667,0
50307706,130.95,33.9166666666667,1
,130.9625,33.9166666666667,0
,130.9625,33.925,0
,130.95,33.925,0
,130.95,33.9166666666667,0
50307707,130.9625,33.9166666666667,1
,130.975,33.9166666666667,0
,130.975,33.925,0
,130.9625,33.925,0
,130.9625,33.9166666666667,0
50307708,130.975,33.9166666666667,1
,130.9875,33.9166666666667,0
,130.9875,33.925,0
,130.975,33.925,0
,130.975,33.9166666666667,0
50307709,130.9875,33.9166666666667,1
,131,33.9166666666667,0
,131,33.925,0
,130.9875,33.925,0
,130.9875,33.9166666666667,0
50307715,130.9375,33.925,1
,130.95,33.925,0
,130.95,33.9333333333333,0
,130.9375,33.9333333333333,0
,130.9375,33.925,0
50307716,130.95,33.925,1
,130.9625,33.925,0
,130.9625,33.9333333333333,0
,130.95,33.9333333333333,0
,130.95,33.925,0
50307717,130.9625,33.925,1
,130.975,33.925,0
,130.975,33.9333333333333,0
,130.9625,33.9333333333333,0
,130.9625,33.925,0
50307718,130.975,33.925,1
,130.9875,33.925,0
,130.9875,33.9333333333333,0
,130.975,33.9333333333333,0
,130.975,33.925,0
50307719,130.9875,33.925,1
,131,33.925,0
,131,33.9333333333333,0
,130.9875,33.9333333333333,0
,130.9875,33.925,0
50307725,130.9375,33.9333333333333,1
,130.95,33.9333333333333,0
,130.95,33.9416666666667,0
,130.9375,33.9416666666667,0
,130.9375,33.9333333333333,0
50307726,130.95,33.9333333333333,1
,130.9625,33.9333333333333,0
,130.9625,33.9416666666667,0
,130.95,33.9416666666667,0
,130.95,33.9333333333333,0
50307727,130.9625,33.9333333333333,1
,130.975,33.9333333333333,0
,130.975,33.9416666666667,0
,130.9625,33.9416666666667,0
,130.9625,33.9333333333333,0
50307728,130.975,33.9333333333333,1
,130.9875,33.9333333333333,0
,130.9875,33.9416666666667,0
,130.975,33.9416666666667,0
,130.975,33.9333333333333,0
50307729,130.9875,33.9333333333333,1
,131,33.9333333333333,0
,131,33.9416666666667,0
,130.9875,33.9416666666667,0
,130.9875,33.9333333333333,0
50307736,130.95,33.9416666666667,1
,130.9625,33.9416666666667,0
,130.9625,33.95,0
,130.95,33.95,0
,130.95,33.9416666666667,0
50307737,130.9625,33.9416666666667,1
,130.975,33.9416666666667,0
,130.975,33.95,0
,130.9625,33.95,0
,130.9625,33.9416666666667,0
50307738,130.975,33.9416666666667,1
,130.9875,33.9416666666667,0
,130.9875,33.95,0
,130.975,33.95,0
,130.975,33.9416666666667,0
50307739,130.9875,33.9416666666667,1
,131,33.9416666666667,0
,131,33.95,0
,130.9875,33.95,0
,130.9875,33.9416666666667,0
50307746,130.95,33.95,1
,130.9625,33.95,0
,130.9625,33.9583333333333,0
,130.95,33.9583333333333,0
,130.95,33.95,0
50307747,130.9625,33.95,1
,130.975,33.95,0
,130.975,33.9583333333333,0
,130.9625,33.9583333333333,0
,130.9625,33.95,0
50307748,130.975,33.95,1
,130.9875,33.95,0
,130.9875,33.9583333333333,0
,130.975,33.9583333333333,0
,130.975,33.95,0
50307749,130.9875,33.95,1
,131,33.95,0
,131,33.9583333333333,0
,130.9875,33.9583333333333,0
,130.9875,33.95,0
50307756,130.95,33.9583333333333,1
,130.9625,33.9583333333333,0
,130.9625,33.9666666666667,0
,130.95,33.9666666666667,0
,130.95,33.9583333333333,0
50307757,130.9625,33.9583333333333,1
,130.975,33.9583333333333,0
,130.975,33.9666666666667,0
,130.9625,33.9666666666667,0
,130.9625,33.9583333333333,0
50307758,130.975,33.9583333333333,1
,130.9875,33.9583333333333,0
,130.9875,33.9666666666667,0
,130.975,33.9666666666667,0
,130.975,33.9583333333333,0
50307759,130.9875,33.9583333333333,1
,131,33.9583333333333,0
,131,33.9666666666667,0
,130.9875,33.9666666666667,0
,130.9875,33.9583333333333,0
50307769,130.9875,33.9666666666667,1
,131,33.9666666666667,0
,131,33.975,0
,130.9875,33.975,0
,130.9875,33.9666666666667,0
50316050,131,33.875,1
,131.0125,33.875,0
,131.0125,33.8833333333333,0
,131,33.8833333333333,0
,131,33.875,0
50316060,131,33.8833333333333,1
,131.0125,33.8833333333333,0
,131.0125,33.8916666666667,0
,131,33.8916666666667,0
,131,33.8833333333333,0
50316070,131,33.8916666666667,1
,131.0125,33.8916666666667,0
,131.0125,33.9,0
,131,33.9,0
,131,33.8916666666667,0
50316080,131,33.9,1
,131.0125,33.9,0
,131.0125,33.9083333333333,0
,131,33.9083333333333,0
,131,33.9,0
50316090,131,33.9083333333333,1
,131.0125,33.9083333333333,0
,131.0125,33.9166666666667,0
,131,33.9166666666667,0
,131,33.9083333333333,0
50316091,131.0125,33.9083333333333,1
,131.025,33.9083333333333,0
,131.025,33.9166666666667,0
,131.0125,33.9166666666667,0
,131.0125,33.9083333333333,0
50317000,131,33.9166666666667,1
,131.0125,33.9166666666667,0
,131.0125,33.925,0
,131,33.925,0
,131,33.9166666666667,0
50317001,131.0125,33.9166666666667,1
,131.025,33.9166666666667,0
,131.025,33.925,0
,131.0125,33.925,0
,131.0125,33.9166666666667,0
50317010,131,33.925,1
,131.0125,33.925,0
,131.0125,33.9333333333333,0
,131,33.9333333333333,0
,131,33.925,0
50317020,131,33.9333333333333,1
,131.0125,33.9333333333333,0
,131.0125,33.9416666666667,0
,131,33.9416666666667,0
,131,33.9333333333333,0
50317021,131.0125,33.9333333333333,1
,131.025,33.9333333333333,0
,131.025,33.9416666666667,0
,131.0125,33.9416666666667,0
,131.0125,33.9333333333333,0
50317030,131,33.9416666666667,1
,131.0125,33.9416666666667,0
,131.0125,33.95,0
,131,33.95,0
,131,33.9416666666667,0
50317031,131.0125,33.9416666666667,1
,131.025,33.9416666666667,0
,131.025,33.95,0
,131.0125,33.95,0
,131.0125,33.9416666666667,0
50317040,131,33.95,1
,131.0125,33.95,0
,131.0125,33.9583333333333,0
,131,33.9583333333333,0
,131,33.95,0
50317041,131.0125,33.95,1
,131.025,33.95,0
,131.025,33.9583333333333,0
,131.0125,33.9583333333333,0
,131.0125,33.95,0
50317050,131,33.9583333333333,1
,131.0125,33.9583333333333,0
,131.0125,33.9666666666667,0
,131,33.9666666666667,0
,131,33.9583333333333,0
50317051,131.0125,33.9583333333333,1
,131.025,33.9583333333333,0
,131.025,33.9666666666667,0
,131.0125,33.9666666666667,0
,131.0125,33.9583333333333,0
50317060,131,33.9666666666667,1
,131.0125,33.9666666666667,0
,131.0125,33.975,0
,131,33.975,0
,131,33.9666666666667,0
50306559,130.7375,33.875,1
,130.75,33.875,0
,130.75,33.8833333333333,0
,130.7375,33.8833333333333,0
,130.7375,33.875,0
50306564,130.675,33.8833333333333,1
,130.6875,33.8833333333333,0
,130.6875,33.8916666666667,0
,130.675,33.8916666666667,0
,130.675,33.8833333333333,0
50306565,130.6875,33.8833333333333,1
,130.7,33.8833333333333,0
,130.7,33.8916666666667,0
,130.6875,33.8916666666667,0
,130.6875,33.8833333333333,0
50306566,130.7,33.8833333333333,1
,130.7125,33.8833333333333,0
,130.7125,33.8916666666667,0
,130.7,33.8916666666667,0
,130.7,33.8833333333333,0
50306567,130.7125,33.8833333333333,1
,130.725,33.8833333333333,0
,130.725,33.8916666666667,0
,130.7125,33.8916666666667,0
,130.7125,33.8833333333333,0
50306568,130.725,33.8833333333333,1
,130.7375,33.8833333333333,0
,130.7375,33.8916666666667,0
,130.725,33.8916666666667,0
,130.725,33.8833333333333,0
50306569,130.7375,33.8833333333333,1
,130.75,33.8833333333333,0
,130.75,33.8916666666667,0
,130.7375,33.8916666666667,0
,130.7375,33.8833333333333,0
50306574,130.675,33.8916666666667,1
,130.6875,33.8916666666667,0
,130.6875,33.9,0
,130.675,33.9,0
,130.675,33.8916666666667,0
50306575,130.6875,33.8916666666667,1
,130.7,33.8916666666667,0
,130.7,33.9,0
,130.6875,33.9,0
,130.6875,33.8916666666667,0
50306576,130.7,33.8916666666667,1
,130.7125,33.8916666666667,0
,130.7125,33.9,0
,130.7,33.9,0
,130.7,33.8916666666667,0
50306577,130.7125,33.8916666666667,1
,130.725,33.8916666666667,0
,130.725,33.9,0
,130.7125,33.9,0
,130.7125,33.8916666666667,0
50306578,130.725,33.8916666666667,1
,130.7375,33.8916666666667,0
,130.7375,33.9,0
,130.725,33.9,0
,130.725,33.8916666666667,0
50306579,130.7375,33.8916666666667,1
,130.75,33.8916666666667,0
,130.75,33.9,0
,130.7375,33.9,0
,130.7375,33.8916666666667,0
50306584,130.675,33.9,1
,130.6875,33.9,0
,130.6875,33.9083333333333,0
,130.675,33.9083333333333,0
,130.675,33.9,0
50306585,130.6875,33.9,1
,130.7,33.9,0
,130.7,33.9083333333333,0
,130.6875,33.9083333333333,0
,130.6875,33.9,0
50306586,130.7,33.9,1
,130.7125,33.9,0
,130.7125,33.9083333333333,0
,130.7,33.9083333333333,0
,130.7,33.9,0
50306587,130.7125,33.9,1
,130.725,33.9,0
,130.725,33.9083333333333,0
,130.7125,33.9083333333333,0
,130.7125,33.9,0
50306588,130.725,33.9,1
,130.7375,33.9,0
,130.7375,33.9083333333333,0
,130.725,33.9083333333333,0
,130.725,33.9,0
50306589,130.7375,33.9,1
,130.75,33.9,0
,130.75,33.9083333333333,0
,130.7375,33.9083333333333,0
,130.7375,33.9,0
50306594,130.675,33.9083333333333,1
,130.6875,33.9083333333333,0
,130.6875,33.9166666666667,0
,130.675,33.9166666666667,0
,130.675,33.9083333333333,0
50306595,130.6875,33.9083333333333,1
,130.7,33.9083333333333,0
,130.7,33.9166666666667,0
,130.6875,33.9166666666667,0
,130.6875,33.9083333333333,0
50306596,130.7,33.9083333333333,1
,130.7125,33.9083333333333,0
,130.7125,33.9166666666667,0
,130.7,33.9166666666667,0
,130.7,33.9083333333333,0
50306597,130.7125,33.9083333333333,1
,130.725,33.9083333333333,0
,130.725,33.9166666666667,0
,130.7125,33.9166666666667,0
,130.7125,33.9083333333333,0
50306598,130.725,33.9083333333333,1
,130.7375,33.9083333333333,0
,130.7375,33.9166666666667,0
,130.725,33.9166666666667,0
,130.725,33.9083333333333,0
50306599,130.7375,33.9083333333333,1
,130.75,33.9083333333333,0
,130.75,33.9166666666667,0
,130.7375,33.9166666666667,0
,130.7375,33.9083333333333,0
50306650,130.75,33.875,1
,130.7625,33.875,0
,130.7625,33.8833333333333,0
,130.75,33.8833333333333,0
,130.75,33.875,0
50306651,130.7625,33.875,1
,130.775,33.875,0
,130.775,33.8833333333333,0
,130.7625,33.8833333333333,0
,130.7625,33.875,0
50306660,130.75,33.8833333333333,1
,130.7625,33.8833333333333,0
,130.7625,33.8916666666667,0
,130.75,33.8916666666667,0
,130.75,33.8833333333333,0
50306661,130.7625,33.8833333333333,1
,130.775,33.8833333333333,0
,130.775,33.8916666666667,0
,130.7625,33.8916666666667,0
,130.7625,33.8833333333333,0
50306662,130.775,33.8833333333333,1
,130.7875,33.8833333333333,0
,130.7875,33.8916666666667,0
,130.775,33.8916666666667,0
,130.775,33.8833333333333,0
50306663,130.7875,33.8833333333333,1
,130.8,33.8833333333333,0
,130.8,33.8916666666667,0
,130.7875,33.8916666666667,0
,130.7875,33.8833333333333,0
50306670,130.75,33.8916666666667,1
,130.7625,33.8916666666667,0
,130.7625,33.9,0
,130.75,33.9,0
,130.75,33.8916666666667,0
50306671,130.7625,33.8916666666667,1
,130.775,33.8916666666667,0
,130.775,33.9,0
,130.7625,33.9,0
,130.7625,33.8916666666667,0
50306672,130.775,33.8916666666667,1
,130.7875,33.8916666666667,0
,130.7875,33.9,0
,130.775,33.9,0
,130.775,33.8916666666667,0
50306673,130.7875,33.8916666666667,1
,130.8,33.8916666666667,0
,130.8,33.9,0
,130.7875,33.9,0
,130.7875,33.8916666666667,0
50306674,130.8,33.8916666666667,1
,130.8125,33.8916666666667,0
,130.8125,33.9,0
,130.8,33.9,0
,130.8,33.8916666666667,0
50306680,130.75,33.9,1
,130.7625,33.9,0
,130.7625,33.9083333333333,0
,130.75,33.9083333333333,0
,130.75,33.9,0
50306681,130.7625,33.9,1
,130.775,33.9,0
,130.775,33.9083333333333,0
,130.7625,33.9083333333333,0
,130.7625,33.9,0
50306682,130.775,33.9,1
,130.7875,33.9,0
,130.7875,33.9083333333333,0
,130.775,33.9083333333333,0
,130.775,33.9,0
50306683,130.7875,33.9,1
,130.8,33.9,0
,130.8,33.9083333333333,0
,130.7875,33.9083333333333,0
,130.7875,33.9,0
50306684,130.8,33.9,1
,130.8125,33.9,0
,130.8125,33.9083333333333,0
,130.8,33.9083333333333,0
,130.8,33.9,0
50306685,130.8125,33.9,1
,130.825,33.9,0
,130.825,33.9083333333333,0
,130.8125,33.9083333333333,0
,130.8125,33.9,0
50306690,130.75,33.9083333333333,1
,130.7625,33.9083333333333,0
,130.7625,33.9166666666667,0
,130.75,33.9166666666667,0
,130.75,33.9083333333333,0
50306691,130.7625,33.9083333333333,1
,130.775,33.9083333333333,0
,130.775,33.9166666666667,0
,130.7625,33.9166666666667,0
,130.7625,33.9083333333333,0
50306692,130.775,33.9083333333333,1
,130.7875,33.9083333333333,0
,130.7875,33.9166666666667,0
,130.775,33.9166666666667,0
,130.775,33.9083333333333,0
50306693,130.7875,33.9083333333333,1
,130.8,33.9083333333333,0
,130.8,33.9166666666667,0
,130.7875,33.9166666666667,0
,130.7875,33.9083333333333,0
50306694,130.8,33.9083333333333,1
,130.8125,33.9083333333333,0
,130.8125,33.9166666666667,0
,130.8,33.9166666666667,0
,130.8,33.9083333333333,0
50306695,130.8125,33.9083333333333,1
,130.825,33.9083333333333,0
,130.825,33.9166666666667,0
,130.8125,33.9166666666667,0
,130.8125,33.9083333333333,0
50307503,130.6625,33.9166666666667,1
,130.675,33.9166666666667,0
,130.675,33.925,0
,130.6625,33.925,0
,130.6625,33.9166666666667,0
50307504,130.675,33.9166666666667,1
,130.6875,33.9166666666667,0
,130.6875,33.925,0
,130.675,33.925,0
,130.675,33.9166666666667,0
50307505,130.6875,33.9166666666667,1
,130.7,33.9166666666667,0
,130.7,33.925,0
,130.6875,33.925,0
,130.6875,33.9166666666667,0
50307506,130.7,33.9166666666667,1
,130.7125,33.9166666666667,0
,130.7125,33.925,0
,130.7,33.925,0
,130.7,33.9166666666667,0
50307507,130.7125,33.9166666666667,1
,130.725,33.9166666666667,0
,130.725,33.925,0
,130.7125,33.925,0
,130.7125,33.9166666666667,0
50307508,130.725,33.9166666666667,1
,130.7375,33.9166666666667,0
,130.7375,33.925,0
,130.725,33.925,0
,130.725,33.9166666666667,0
50307509,130.7375,33.9166666666667,1
,130.75,33.9166666666667,0
,130.75,33.925,0
,130.7375,33.925,0
,130.7375,33.9166666666667,0
50307514,130.675,33.925,1
,130.6875,33.925,0
,130.6875,33.9333333333333,0
,130.675,33.9333333333333,0
,130.675,33.925,0
50307515,130.6875,33.925,1
,130.7,33.925,0
,130.7,33.9333333333333,0
,130.6875,33.9333333333333,0
,130.6875,33.925,0
50307516,130.7,33.925,1
,130.7125,33.925,0
,130.7125,33.9333333333333,0
,130.7,33.9333333333333,0
,130.7,33.925,0
50307517,130.7125,33.925,1
,130.725,33.925,0
,130.725,33.9333333333333,0
,130.7125,33.9333333333333,0
,130.7125,33.925,0
50307518,130.725,33.925,1
,130.7375,33.925,0
,130.7375,33.9333333333333,0
,130.725,33.9333333333333,0
,130.725,33.925,0
50307519,130.7375,33.925,1
,130.75,33.925,0
,130.75,33.9333333333333,0
,130.7375,33.9333333333333,0
,130.7375,33.925,0
50307524,130.675,33.9333333333333,1
,130.6875,33.9333333333333,0
,130.6875,33.9416666666667,0
,130.675,33.9416666666667,0
,130.675,33.9333333333333,0
50307525,130.6875,33.9333333333333,1
,130.7,33.9333333333333,0
,130.7,33.9416666666667,0
,130.6875,33.9416666666667,0
,130.6875,33.9333333333333,0
50307526,130.7,33.9333333333333,1
,130.7125,33.9333333333333,0
,130.7125,33.9416666666667,0
,130.7,33.9416666666667,0
,130.7,33.9333333333333,0
50307527,130.7125,33.9333333333333,1
,130.725,33.9333333333333,0
,130.725,33.9416666666667,0
,130.7125,33.9416666666667,0
,130.7125,33.9333333333333,0
50307528,130.725,33.9333333333333,1
,130.7375,33.9333333333333,0
,130.7375,33.9416666666667,0
,130.725,33.9416666666667,0
,130.725,33.9333333333333,0
50307600,130.75,33.9166666666667,1
,130.7625,33.9166666666667,0
,130.7625,33.925,0
,130.75,33.925,0
,130.75,33.9166666666667,0
50307601,130.7625,33.9166666666667,1
,130.775,33.9166666666667,0
,130.775,33.925,0
,130.7625,33.925,0
,130.7625,33.9166666666667,0
50307602,130.775,33.9166666666667,1
,130.7875,33.9166666666667,0
,130.7875,33.925,0
,130.775,33.925,0
,130.775,33.9166666666667,0
50307603,130.7875,33.9166666666667,1
,130.8,33.9166666666667,0
,130.8,33.925,0
,130.7875,33.925,0
,130.7875,33.9166666666667,0
50307604,130.8,33.9166666666667,1
,130.8125,33.9166666666667,0
,130.8125,33.925,0
,130.8,33.925,0
,130.8,33.9166666666667,0
50307605,130.8125,33.9166666666667,1
,130.825,33.9166666666667,0
,130.825,33.925,0
,130.8125,33.925,0
,130.8125,33.9166666666667,0
50307610,130.75,33.925,1
,130.7625,33.925,0
,130.7625,33.9333333333333,0
,130.75,33.9333333333333,0
,130.75,33.925,0
50307611,130.7625,33.925,1
,130.775,33.925,0
,130.775,33.9333333333333,0
,130.7625,33.9333333333333,0
,130.7625,33.925,0
50307612,130.775,33.925,1
,130.7875,33.925,0
,130.7875,33.9333333333333,0
,130.775,33.9333333333333,0
,130.775,33.925,0
50307613,130.7875,33.925,1
,130.8,33.925,0
,130.8,33.9333333333333,0
,130.7875,33.9333333333333,0
,130.7875,33.925,0
50307614,130.8,33.925,1
,130.8125,33.925,0
,130.8125,33.9333333333333,0
,130.8,33.9333333333333,0
,130.8,33.925,0
50307615,130.8125,33.925,1
,130.825,33.925,0
,130.825,33.9333333333333,0
,130.8125,33.9333333333333,0
,130.8125,33.925,0
50307616,130.825,33.925,1
,130.8375,33.925,0
,130.8375,33.9333333333333,0
,130.825,33.9333333333333,0
,130.825,33.925,0
50307620,130.75,33.9333333333333,1
,130.7625,33.9333333333333,0
,130.7625,33.9416666666667,0
,130.75,33.9416666666667,0
,130.75,33.9333333333333,0
50307622,130.775,33.9333333333333,1
,130.7875,33.9333333333333,0
,130.7875,33.9416666666667,0
,130.775,33.9416666666667,0
,130.775,33.9333333333333,0
50307623,130.7875,33.9333333333333,1
,130.8,33.9333333333333,0
,130.8,33.9416666666667,0
,130.7875,33.9416666666667,0
,130.7875,33.9333333333333,0
50307624,130.8,33.9333333333333,1
,130.8125,33.9333333333333,0
,130.8125,33.9416666666667,0
,130.8,33.9416666666667,0
,130.8,33.9333333333333,0
50307625,130.8125,33.9333333333333,1
,130.825,33.9333333333333,0
,130.825,33.9416666666667,0
,130.8125,33.9416666666667,0
,130.8125,33.9333333333333,0
50307626,130.825,33.9333333333333,1
,130.8375,33.9333333333333,0
,130.8375,33.9416666666667,0
,130.825,33.9416666666667,0
,130.825,33.9333333333333,0
50307627,130.8375,33.9333333333333,1
,130.85,33.9333333333333,0
,130.85,33.9416666666667,0
,130.8375,33.9416666666667,0
,130.8375,33.9333333333333,0
50307632,130.775,33.9416666666667,1
,130.7875,33.9416666666667,0
,130.7875,33.95,0
,130.775,33.95,0
,130.775,33.9416666666667,0
50307633,130.7875,33.9416666666667,1
,130.8,33.9416666666667,0
,130.8,33.95,0
,130.7875,33.95,0
,130.7875,33.9416666666667,0
50307634,130.8,33.9416666666667,1
,130.8125,33.9416666666667,0
,130.8125,33.95,0
,130.8,33.95,0
,130.8,33.9416666666667,0
50307635,130.8125,33.9416666666667,1
,130.825,33.9416666666667,0
,130.825,33.95,0
,130.8125,33.95,0
